,dest,src,time
64343,89.143.197.205,188.70.36.246,00:16:42
64344,157.160.47.163,154.122.23.25,11:09:56
64345,89.89.169.76,15.97.26.245,21:13:45
64346,143.216.111.22,56.82.8.137,20:01:58
64347,153.239.103.121,191.84.219.174,03:16:27
64348,37.136.214.182,8.207.64.17,07:32:01
64349,159.172.229.48,178.243.79.82,10:09:49
6435,183.36.128.152,50.72.126.55,03:07:59
64350,8.255.130.216,117.46.146.238,17:27:40
64351,144.254.125.165,183.143.195.85,10:17:14
64352,192.78.92.97,140.31.191.33,06:51:54
64353,167.15.27.142,32.138.7.232,12:10:50
64354,45.240.76.78,143.102.216.129,21:27:39
64355,85.157.37.218,83.130.154.120,07:13:10
64356,235.44.252.224,245.155.132.149,13:52:54
64357,48.210.182.116,209.227.67.246,11:36:17
64358,80.141.9.155,177.199.32.223,07:51:21
64359,30.130.66.174,133.213.253.88,13:20:45
6436,43.83.147.193,120.103.52.9,08:59:49
64360,231.100.65.139,224.51.209.252,21:57:47
64361,71.194.45.94,35.130.228.79,03:45:36
64362,196.2.53.122,144.139.245.47,00:17:55
64363,165.100.184.87,38.156.67.110,01:29:38
64364,10.95.5.125,54.254.192.115,13:48:51
64365,133.106.151.236,152.5.214.79,04:47:32
64366,112.188.234.40,56.199.174.247,20:43:32
64367,198.110.167.150,185.154.245.27,10:20:36
64368,91.172.130.114,106.213.27.206,23:29:06
64369,32.42.249.73,49.44.210.255,16:05:06
6437,15.17.32.112,208.155.201.119,19:47:18
64370,156.184.240.111,89.85.2.252,14:34:51
64371,198.157.121.6,165.111.241.180,15:41:37
64372,158.34.128.253,112.22.181.232,13:33:02
64373,222.152.80.31,196.237.232.42,00:18:11
64374,141.55.170.46,128.217.210.155,07:09:58
64375,175.197.77.139,43.175.118.144,12:02:47
64376,168.33.131.94,149.88.104.91,07:58:57
64377,166.0.209.112,166.64.241.159,12:44:07
64378,180.72.214.175,78.59.243.72,00:39:43
64379,191.15.39.179,176.194.251.194,16:54:23
6438,19.20.77.205,101.49.147.80,08:57:48
64380,109.41.159.59,149.88.104.91,17:43:32
64381,168.45.77.158,130.195.111.9,22:57:20
64382,216.91.187.115,201.149.216.133,18:05:17
64383,89.143.197.205,147.212.183.100,03:46:29
64384,136.59.2.178,224.39.76.79,13:24:32
64385,103.134.243.124,255.185.129.139,12:56:29
64386,204.216.188.196,222.7.27.67,20:11:52
64387,137.41.201.143,36.52.173.101,15:25:45
64388,75.66.214.2,175.194.10.46,23:38:03
64389,200.213.18.30,146.182.240.106,03:32:59
6439,196.182.244.128,205.194.98.3,17:44:24
64390,109.147.34.186,127.138.102.99,09:18:12
64391,59.43.162.175,254.187.35.205,03:56:15
64392,43.231.140.212,64.119.20.185,10:45:47
64393,173.146.133.84,118.116.200.6,16:41:30
64394,45.240.76.78,182.80.208.38,01:30:08
64395,168.254.219.74,47.32.253.77,02:04:35
64396,42.76.242.192,52.97.76.181,17:37:13
64397,229.44.242.151,64.190.28.230,10:45:11
64398,139.32.0.37,6.196.145.145,15:19:26
64399,86.101.136.232,49.210.53.125,11:21:44
644,177.168.55.3,254.65.194.202,19:17:55
6440,237.16.249.188,121.209.137.213,03:16:38
64400,221.183.68.157,111.22.79.28,15:21:43
64401,107.89.22.194,249.14.149.22,12:27:23
64402,89.163.61.56,173.3.17.91,14:14:28
64403,113.133.253.222,158.61.213.242,02:48:05
64404,56.200.121.173,195.245.39.71,05:42:55
64405,201.80.162.42,4.92.145.191,01:11:30
64406,174.30.82.129,13.109.9.138,22:59:22
64407,82.75.196.178,80.124.150.68,18:21:37
64408,162.1.108.133,97.146.38.36,13:18:34
64409,158.230.115.31,181.99.202.171,12:57:55
6441,12.105.239.136,117.213.238.87,16:58:54
64410,70.58.248.40,28.97.132.38,19:31:40
64411,214.186.84.48,150.194.187.249,12:40:28
64412,249.62.103.142,204.185.200.53,12:45:14
64413,101.192.182.85,145.205.214.95,00:29:56
64414,154.15.184.183,27.168.207.17,04:16:12
64415,91.172.130.114,245.11.60.251,09:17:36
64416,205.32.96.64,164.115.102.108,03:20:13
64417,90.22.214.255,49.243.212.180,13:41:18
64418,54.51.197.65,247.117.182.22,11:06:54
64419,160.57.46.153,170.228.83.128,21:55:12
6442,192.132.111.213,213.15.185.78,15:14:36
64420,139.108.224.56,174.51.116.254,04:50:42
64421,248.160.254.232,191.49.125.122,13:31:56
64422,32.42.249.73,0.164.246.175,09:05:06
64423,202.233.101.70,150.18.201.74,19:27:04
64424,250.200.44.28,218.227.33.185,17:31:19
64425,37.205.26.140,149.88.104.91,23:08:33
64426,238.94.252.131,255.158.149.122,19:33:07
64427,139.29.164.222,91.194.151.141,07:58:55
64428,217.44.47.123,76.17.226.130,10:08:19
64429,24.43.57.237,75.96.143.92,21:46:43
6443,198.176.100.86,76.42.118.78,18:41:58
64430,39.97.95.16,212.204.159.41,01:27:29
64431,220.104.63.33,169.200.103.205,08:41:18
64432,101.192.182.85,197.195.231.91,16:40:05
64433,117.241.118.167,231.177.148.105,19:44:55
64434,124.59.252.116,46.184.83.123,02:06:58
64435,91.71.158.112,172.192.176.160,02:45:37
64436,253.129.62.181,75.5.130.46,13:33:27
64437,120.224.90.25,250.142.141.7,06:18:21
64438,208.92.11.252,128.217.210.155,21:38:04
64439,83.59.239.200,35.130.228.79,22:52:34
6444,7.187.71.137,89.160.255.207,07:37:47
64440,101.192.182.85,194.184.120.0,08:59:47
64441,178.57.145.199,191.55.51.132,01:22:28
64442,241.129.83.238,58.4.97.192,06:54:14
64443,93.48.127.254,176.194.230.26,02:59:53
64444,166.111.254.225,65.111.215.67,20:08:20
64445,45.240.76.78,225.83.116.204,05:17:04
64446,29.41.227.58,137.74.136.118,08:34:54
64447,26.144.74.76,87.222.232.50,20:40:03
64448,19.51.198.40,3.126.148.255,00:54:07
64449,47.105.113.82,114.18.232.133,17:11:37
6445,117.42.0.154,192.159.185.3,13:49:35
64450,176.84.164.18,35.203.66.50,09:04:49
64451,98.208.121.221,204.20.183.50,19:33:46
64452,240.216.96.191,118.143.249.223,21:29:53
64453,129.181.105.83,23.39.38.187,21:12:19
64454,128.219.221.185,11.243.50.253,21:34:00
64455,174.61.209.52,156.109.67.140,22:05:25
64456,26.4.158.99,240.120.17.138,19:12:25
64457,76.181.230.180,7.18.19.228,15:33:04
64458,205.32.96.64,201.118.85.29,06:52:05
64459,97.206.148.205,232.54.32.26,05:12:52
6446,253.120.154.37,194.93.20.54,03:45:49
64460,253.129.62.181,219.102.16.166,06:33:08
64461,221.19.92.95,3.210.176.1,17:21:41
64462,239.246.243.8,18.147.72.7,15:40:43
64463,27.163.96.6,155.33.134.37,05:58:29
64464,236.67.214.2,52.159.144.253,19:13:45
64465,104.2.26.72,21.253.130.67,12:33:04
64466,7.254.54.181,25.60.223.231,20:39:32
64467,62.0.12.57,177.138.249.171,18:09:07
64468,114.216.32.30,239.220.77.215,00:02:03
64469,213.120.126.249,92.242.163.38,22:30:11
6447,230.204.110.220,231.234.89.94,05:10:10
64470,170.0.70.231,177.101.153.247,15:21:49
64471,62.206.123.113,251.41.80.254,10:12:25
64472,144.13.139.131,63.132.198.55,21:43:26
64473,118.76.29.12,30.236.83.251,01:27:40
64474,191.53.49.129,41.118.19.152,04:35:17
64475,17.98.30.255,149.88.104.91,21:01:31
64476,227.124.72.47,155.98.246.192,22:02:14
64477,168.146.91.223,80.124.150.68,15:52:47
64478,148.173.58.158,134.44.201.247,12:08:57
64479,169.9.52.137,29.19.143.71,22:56:52
6448,1.35.50.245,163.100.99.77,23:15:53
64480,80.58.189.245,63.132.198.55,22:20:12
64481,177.59.113.215,189.94.12.176,05:37:56
64482,51.185.116.66,249.212.245.166,12:20:04
64483,150.105.202.252,37.83.177.240,13:25:24
64484,237.82.181.130,117.213.238.87,09:53:33
64485,140.86.215.52,108.191.222.130,09:27:18
64486,199.246.145.76,48.28.8.19,08:39:35
64487,220.103.5.20,48.215.216.84,04:56:49
64488,220.52.0.186,132.173.47.39,06:41:10
64489,170.147.164.220,246.172.142.212,23:27:49
6449,47.204.250.240,213.125.221.134,20:39:13
64490,226.251.229.216,51.228.64.74,18:20:01
64491,216.123.248.95,239.166.145.132,11:03:36
64492,42.26.48.46,148.216.161.224,17:14:36
64493,148.49.247.131,209.160.211.251,11:57:09
64494,139.115.161.53,208.155.201.119,09:04:10
64495,197.112.96.60,25.143.115.223,03:44:12
64496,192.194.76.6,189.106.149.218,06:24:08
64497,158.253.166.224,117.46.146.238,23:35:59
64498,248.254.252.23,204.5.139.148,09:14:34
64499,130.9.207.76,204.185.200.53,08:20:23
645,179.178.28.150,48.96.120.130,19:47:42
6450,235.44.252.224,231.177.148.105,15:22:39
64500,18.195.233.108,168.103.146.230,14:25:28
64501,0.222.173.92,172.211.92.14,14:11:28
64502,30.83.216.23,136.142.95.224,11:13:57
64503,46.48.45.49,90.206.58.106,06:53:39
64504,2.164.157.144,162.160.253.242,21:06:53
64505,163.103.78.175,56.82.89.89,15:25:30
64506,50.17.120.232,171.247.49.27,07:14:08
64507,17.132.165.241,106.123.152.36,21:59:15
64508,21.127.42.229,40.6.111.20,13:16:06
64509,154.229.44.255,34.63.226.188,15:43:52
6451,241.175.73.0,238.10.88.43,14:41:29
64510,145.141.189.228,162.122.204.224,10:15:01
64511,124.59.252.116,208.223.82.154,06:09:31
64512,12.119.56.110,89.253.81.199,04:46:24
64513,231.100.65.139,255.185.129.139,03:56:14
64514,45.134.239.85,83.116.17.126,00:22:15
64515,75.80.194.126,23.219.36.167,20:54:40
64516,131.28.79.88,162.35.42.227,00:34:33
64517,11.15.245.22,243.151.219.96,10:02:44
64518,99.99.162.216,67.246.170.140,07:10:19
64519,229.132.11.193,108.166.164.12,22:43:24
6452,208.167.205.141,143.93.144.131,19:01:52
64520,182.213.16.100,91.17.33.15,21:28:25
64521,43.173.116.84,179.91.71.40,10:42:56
64522,250.113.230.201,57.232.196.252,00:39:22
64523,232.95.71.43,217.160.199.123,02:08:03
64524,249.132.4.120,20.165.240.190,16:07:26
64525,69.145.138.123,150.188.225.133,10:42:39
64526,196.91.99.98,217.66.29.117,17:19:28
64527,198.176.100.86,83.253.236.206,18:33:06
64528,157.128.161.241,106.2.22.106,12:57:16
64529,144.28.246.154,57.132.232.221,16:16:06
6453,236.148.171.127,117.213.238.87,13:56:29
64530,253.129.62.181,221.193.147.84,21:17:19
64531,86.222.89.153,245.11.60.251,19:42:33
64532,179.178.28.150,134.44.201.247,19:53:21
64533,106.213.84.23,201.232.92.223,16:24:52
64534,14.247.17.182,36.134.241.27,15:27:03
64535,112.187.79.109,252.225.73.55,10:15:17
64536,167.79.94.144,78.155.63.128,14:52:27
64537,216.16.227.158,189.130.213.102,07:32:56
64538,101.192.182.85,222.205.58.44,21:50:48
64539,62.155.159.179,82.44.85.55,07:39:16
6454,236.179.121.150,93.213.93.103,19:13:54
64540,252.64.229.237,96.254.248.119,04:39:03
64541,63.233.239.3,156.18.53.61,16:57:57
64542,134.23.242.31,218.207.213.68,03:33:54
64543,80.43.82.250,164.126.164.19,19:40:25
64544,37.124.22.123,3.186.185.20,04:51:15
64545,64.166.193.16,26.46.12.17,18:00:52
64546,160.201.171.143,233.229.79.141,05:50:47
64547,14.15.82.200,135.242.82.9,12:29:50
64548,178.35.219.240,6.253.85.119,22:53:45
64549,158.61.213.242,76.145.110.130,00:07:13
6455,123.133.206.227,161.101.144.28,20:43:41
64550,100.52.92.203,193.53.87.4,21:23:54
64551,171.41.199.78,173.79.235.19,13:19:22
64552,188.169.227.126,205.239.175.22,16:40:00
64553,146.180.5.3,77.108.98.214,03:25:53
64554,7.206.181.255,110.215.31.86,06:22:22
64555,29.237.104.142,89.176.115.145,18:36:52
64556,36.174.240.165,139.84.155.197,04:49:28
64557,105.46.47.161,156.217.115.239,07:44:12
64558,134.199.220.197,170.228.83.128,10:36:20
64559,38.241.220.251,98.173.48.65,05:21:23
6456,68.204.8.43,241.93.175.150,22:59:46
64560,145.105.42.179,74.30.150.126,11:07:34
64561,233.10.230.116,171.197.172.151,08:11:19
64562,100.3.126.28,81.219.131.155,03:15:32
64563,194.114.7.241,180.193.112.231,06:47:23
64564,179.178.28.150,91.17.33.15,16:05:12
64565,231.100.65.139,217.160.199.123,11:13:52
64566,191.173.239.254,234.90.29.221,22:04:13
64567,140.149.179.54,148.95.231.54,13:30:17
64568,124.137.207.13,78.4.49.172,03:42:26
64569,54.246.149.5,46.184.83.123,16:07:58
6457,154.229.44.255,9.194.34.84,18:59:19
64570,102.39.44.14,98.28.3.100,06:26:17
64571,26.103.33.9,16.7.159.48,20:42:58
64572,252.103.93.217,217.160.199.123,23:29:54
64573,180.185.218.106,170.228.83.128,21:10:01
64574,70.58.248.40,223.78.4.49,04:25:31
64575,188.169.227.126,220.236.202.222,17:29:05
64576,146.111.108.207,122.67.158.213,06:42:15
64577,92.100.116.187,254.122.29.44,20:47:56
64578,222.152.80.31,205.142.160.48,08:12:50
64579,250.163.177.32,71.116.247.67,12:47:10
6458,167.33.152.8,249.14.149.22,07:19:59
64580,155.39.124.249,225.202.45.211,00:32:09
64581,29.153.177.89,194.186.126.142,22:46:43
64582,135.205.202.246,195.117.60.144,12:36:16
64583,144.237.143.75,41.32.88.250,09:16:23
64584,111.63.233.208,226.194.105.122,08:45:45
64585,155.79.218.174,19.97.26.65,08:00:14
64586,140.94.22.16,217.248.45.54,05:01:42
64587,98.195.209.27,30.50.60.162,00:46:55
64588,252.128.135.119,27.0.14.116,12:11:11
64589,191.173.239.254,255.185.129.139,07:39:12
6459,112.42.67.84,12.77.142.199,10:56:52
64590,177.38.18.246,117.46.146.238,16:43:03
64591,250.100.174.193,115.153.46.52,07:00:52
64592,84.154.123.206,43.245.124.131,13:51:43
64593,202.233.101.70,242.141.40.224,09:20:14
64594,49.5.184.13,145.221.251.30,11:34:23
64595,240.148.182.96,60.139.115.27,17:25:59
64596,46.121.251.46,17.223.96.186,13:09:03
64597,84.146.254.14,50.233.196.162,12:37:04
64598,186.160.157.17,24.240.54.108,20:38:20
64599,83.67.23.220,183.189.45.30,22:28:12
646,253.129.62.181,138.39.124.89,11:01:35
6460,77.41.36.24,113.35.149.243,16:01:56
64600,117.86.52.126,72.67.228.231,19:57:32
64601,13.83.241.184,80.43.82.250,03:48:46
64602,221.19.92.95,37.212.225.157,01:05:21
64603,49.202.140.84,137.239.45.10,03:44:04
64604,241.129.83.238,254.3.87.223,17:22:13
64605,132.46.98.105,31.235.6.124,03:19:31
64606,18.178.167.135,2.16.248.158,00:33:04
64607,160.137.237.94,8.32.61.106,21:48:34
64608,17.124.160.84,98.65.219.61,20:29:07
64609,74.255.117.50,74.245.4.117,05:30:50
6461,202.233.101.70,94.33.79.200,19:38:55
64610,148.65.128.228,225.83.116.204,09:22:30
64611,153.76.75.197,99.112.230.90,00:31:17
64612,23.162.171.52,1.203.146.48,22:24:44
64613,193.53.87.4,141.149.4.157,04:24:32
64614,27.64.177.106,85.92.49.3,03:47:14
64615,202.233.101.70,117.213.238.87,12:25:09
64616,246.61.189.180,99.145.23.109,22:07:37
64617,82.31.71.97,2.27.189.156,04:37:33
64618,191.98.11.131,139.108.224.56,17:52:30
64619,186.27.21.209,70.162.5.43,23:36:50
6462,115.101.26.57,154.16.7.115,12:07:52
64620,254.170.195.195,131.23.117.11,13:35:05
64621,148.103.49.214,61.25.208.21,10:44:43
64622,70.12.162.153,173.88.162.71,08:00:07
64623,34.1.161.218,85.227.129.250,17:20:18
64624,96.13.228.7,204.185.200.53,05:57:18
64625,98.208.121.221,11.220.193.184,11:06:36
64626,101.112.59.212,131.55.151.34,21:56:20
64627,66.63.21.44,161.253.23.151,04:48:33
64628,143.130.217.75,27.196.73.41,10:35:38
64629,223.6.205.163,74.90.132.94,09:51:22
6463,45.240.76.78,17.144.74.228,00:41:29
64630,231.102.160.52,255.185.129.139,03:52:01
64631,183.189.45.30,56.108.46.21,06:58:08
64632,115.36.73.80,27.31.167.111,09:51:30
64633,25.8.126.97,55.79.155.232,16:59:44
64634,7.254.54.181,143.2.47.128,08:19:29
64635,57.127.76.123,0.132.31.114,17:03:02
64636,193.66.105.196,236.223.231.151,17:14:03
64637,111.64.184.93,107.35.19.132,09:08:38
64638,69.21.127.119,142.15.171.41,23:54:45
64639,9.194.34.84,73.223.154.81,07:25:02
6464,80.157.172.235,166.108.186.4,21:02:06
64640,196.206.92.70,8.207.64.17,20:27:24
64641,176.148.187.101,172.8.149.240,17:10:45
64642,93.238.42.151,40.5.108.167,17:50:59
64643,205.32.96.64,123.116.226.80,00:49:03
64644,49.188.185.7,181.99.202.171,17:20:53
64645,79.65.211.39,225.202.45.211,17:47:49
64646,225.99.108.161,126.132.119.197,06:42:08
64647,170.152.156.14,233.168.109.78,21:40:13
64648,80.159.75.186,243.241.186.106,14:49:51
64649,84.247.10.21,25.6.85.196,10:04:14
6465,99.162.119.180,237.236.76.59,04:39:47
64650,124.59.252.116,114.225.186.7,12:15:04
64651,186.131.251.57,239.166.206.130,06:11:45
64652,174.61.209.52,162.124.13.47,05:28:04
64653,179.184.83.9,211.1.40.190,13:04:38
64654,240.202.232.56,0.176.235.69,05:40:47
64655,52.55.4.216,222.77.200.155,14:04:13
64656,91.172.130.114,37.212.225.157,16:16:51
64657,37.224.86.153,232.158.226.32,18:31:26
64658,156.168.177.10,3.126.148.255,04:13:08
64659,89.51.122.141,242.85.47.153,21:59:17
6466,173.88.162.71,37.174.199.179,19:36:41
64660,145.105.42.179,89.160.255.207,12:19:49
64661,64.119.20.185,18.28.229.235,07:15:53
64662,84.146.254.14,241.221.133.82,06:15:24
64663,26.72.241.190,75.145.37.232,00:01:53
64664,62.40.111.223,56.108.46.21,14:50:54
64665,84.146.254.14,12.203.189.55,21:07:19
64666,118.76.29.12,56.108.46.21,17:06:20
64667,60.21.72.247,37.83.177.240,02:13:48
64668,98.146.109.72,244.58.232.167,11:52:21
64669,183.23.238.89,5.141.204.121,22:26:26
6467,89.141.207.1,130.195.111.9,17:03:29
64670,91.106.115.244,64.51.255.197,05:50:37
64671,101.192.182.85,113.215.233.206,15:58:02
64672,150.76.197.176,78.155.63.128,23:17:39
64673,252.91.173.10,18.147.72.7,09:31:52
64674,231.100.65.139,38.149.111.228,10:46:58
64675,222.10.84.49,167.224.68.227,03:03:00
64676,202.233.101.70,117.46.146.238,12:52:23
64677,29.110.62.162,216.121.117.215,23:06:33
64678,198.0.232.250,36.109.85.131,13:37:58
64679,217.177.44.190,79.97.148.176,10:18:34
6468,139.241.48.251,150.126.64.201,09:08:00
64680,223.65.45.94,42.75.143.72,11:57:29
64681,219.38.252.177,63.69.109.10,00:46:48
64682,154.64.253.201,173.214.100.216,06:16:34
64683,164.178.158.71,170.228.83.128,09:37:15
64684,246.37.189.161,140.237.186.107,15:48:05
64685,223.127.234.176,154.73.1.227,19:41:46
64686,207.82.150.145,169.191.183.62,11:32:48
64687,57.75.251.174,155.94.157.221,01:00:14
64688,102.195.224.56,66.8.103.177,22:14:27
64689,15.53.135.128,1.30.7.13,14:34:59
6469,223.207.252.225,171.103.211.99,23:00:42
64690,197.112.91.145,149.88.104.91,13:35:05
64691,23.162.171.52,5.141.204.121,23:01:00
64692,109.149.114.14,165.247.37.240,02:02:34
64693,246.37.189.161,96.129.81.206,11:23:08
64694,46.87.18.197,56.108.46.21,12:41:17
64695,41.152.197.142,221.19.92.95,09:58:09
64696,189.223.216.208,31.207.253.116,13:49:56
64697,48.151.83.254,1.207.19.36,12:37:59
64698,91.169.208.210,121.41.129.251,05:35:58
64699,230.128.94.193,0.154.181.207,00:34:25
647,132.101.47.211,154.192.38.247,10:18:57
6470,57.102.232.45,142.117.153.252,09:03:28
64700,106.213.84.23,93.136.139.255,16:49:43
64701,40.5.108.167,241.131.55.253,08:38:21
64702,128.180.223.82,141.4.60.57,13:38:23
64703,85.229.230.15,33.110.141.87,12:30:32
64704,254.116.91.58,37.41.207.26,15:15:06
64705,72.73.190.44,167.166.217.231,21:45:23
64706,208.167.205.141,255.185.129.139,00:14:32
64707,32.42.249.73,0.146.115.39,03:51:49
64708,253.100.55.48,109.120.142.223,04:55:16
64709,251.6.23.94,156.184.240.111,18:58:04
6471,88.90.186.214,164.115.102.108,11:12:50
64710,200.99.230.122,34.63.226.188,12:01:32
64711,241.93.175.150,20.101.24.136,07:34:22
64712,30.188.93.221,200.194.162.31,00:08:29
64713,53.161.231.220,19.136.44.235,16:28:01
64714,46.184.57.161,83.27.152.96,12:32:26
64715,204.0.135.251,14.98.37.156,14:44:49
64716,191.173.239.254,34.205.65.109,10:03:09
64717,170.147.164.220,63.132.198.55,21:10:36
64718,62.40.111.223,56.206.203.191,07:27:08
64719,125.109.164.190,218.180.80.211,05:35:32
6472,190.166.185.8,86.217.233.125,22:43:57
64720,240.148.182.96,22.182.99.79,21:07:05
64721,255.95.87.151,74.90.132.94,17:05:41
64722,15.86.35.15,53.207.24.53,18:18:08
64723,77.41.36.24,240.43.143.228,09:45:08
64724,17.113.137.62,202.24.145.247,03:27:41
64725,169.9.52.137,153.108.13.195,14:35:26
64726,63.25.190.195,152.80.245.104,08:15:01
64727,98.236.115.39,195.242.42.237,22:10:42
64728,210.113.145.36,169.14.224.246,22:58:55
64729,17.43.111.108,67.83.142.81,08:58:26
6473,157.250.71.178,171.41.205.135,15:03:05
64730,241.129.83.238,78.46.85.29,20:51:14
64731,71.97.25.37,64.148.217.171,22:33:45
64732,45.240.76.78,225.75.24.129,07:56:11
64733,72.73.190.44,163.36.115.181,22:54:04
64734,87.71.213.210,19.97.26.65,10:02:09
64735,182.243.123.214,130.121.225.92,20:15:16
64736,218.88.235.247,227.199.23.1,01:32:34
64737,2.217.239.183,239.166.145.132,22:53:28
64738,17.229.56.231,214.21.151.141,22:17:51
64739,38.233.34.62,60.40.224.116,10:24:59
6474,254.120.160.117,188.115.190.87,16:12:10
64740,169.95.114.168,184.14.67.202,20:22:13
64741,137.144.78.124,50.98.45.205,05:01:02
64742,246.37.189.161,151.44.228.116,17:14:19
64743,10.159.97.66,220.226.196.76,16:48:57
64744,190.211.53.179,101.53.230.19,01:13:58
64745,108.163.40.130,149.23.139.57,17:28:12
64746,168.146.91.223,237.17.9.92,06:48:14
64747,56.159.220.254,183.228.115.138,17:16:43
64748,193.53.87.4,200.164.86.78,09:31:58
64749,177.36.81.190,217.160.199.123,03:31:55
6475,63.218.239.82,117.46.146.238,02:09:02
64750,20.227.175.116,91.84.44.124,10:42:33
64751,63.163.250.144,235.139.185.16,19:51:25
64752,170.152.156.14,255.185.129.139,06:22:15
64753,219.44.232.94,87.0.32.162,09:54:28
64754,244.20.144.106,115.203.253.202,11:47:31
64755,106.158.22.51,20.165.240.190,16:09:02
64756,82.243.243.102,231.234.89.94,22:05:00
64757,91.148.233.85,79.186.27.169,13:12:30
64758,96.88.7.65,196.237.232.42,00:10:28
64759,254.39.25.133,74.237.241.178,23:19:03
6476,236.67.214.2,255.185.129.139,11:49:47
64760,212.153.94.33,170.228.83.128,10:00:19
64761,71.253.148.190,161.26.187.90,23:40:52
64762,7.8.36.146,226.24.244.57,16:21:55
64763,137.221.179.77,95.12.5.10,07:40:09
64764,23.162.171.52,37.235.83.87,19:47:57
64765,160.118.235.243,37.83.177.240,06:10:36
64766,250.248.113.66,59.254.47.148,13:51:34
64767,15.17.32.112,63.88.135.220,05:13:10
64768,151.157.165.88,91.84.44.124,09:32:55
64769,82.122.110.137,78.155.63.128,18:15:53
6477,40.151.112.172,172.140.31.125,16:53:03
64770,79.83.152.116,147.175.89.125,21:07:40
64771,181.7.66.244,167.118.173.212,03:22:03
64772,200.124.29.154,154.122.23.25,06:35:25
64773,171.103.211.99,220.146.6.77,05:43:37
64774,60.250.157.233,92.38.179.146,18:43:08
64775,250.69.144.197,169.185.141.9,07:14:28
64776,137.206.189.127,241.57.94.59,03:31:48
64777,23.219.36.167,143.30.189.115,05:08:47
64778,180.185.218.106,66.227.118.102,21:42:12
64779,231.100.65.139,255.185.129.139,09:38:36
6478,170.75.181.253,145.173.64.20,04:37:59
64780,69.152.181.3,48.28.8.19,18:23:54
64781,144.57.111.128,73.46.217.220,14:23:48
64782,43.196.87.152,138.239.47.192,18:29:48
64783,48.25.45.15,234.27.65.164,19:35:54
64784,154.229.44.255,56.108.46.21,23:17:59
64785,73.165.58.214,64.73.253.218,02:09:17
64786,203.160.30.8,75.173.142.248,22:26:37
64787,212.198.38.178,222.213.182.4,13:55:48
64788,197.189.55.5,26.201.165.3,10:42:14
64789,36.12.48.104,254.65.194.202,12:03:41
6479,37.124.22.123,89.72.66.189,10:09:36
64790,26.112.105.29,5.141.204.121,18:24:00
64791,185.14.71.2,186.68.50.149,18:50:13
64792,206.61.151.6,157.145.71.87,06:07:25
64793,14.15.82.200,161.253.23.151,22:59:22
64794,207.82.150.145,249.36.78.17,22:46:50
64795,205.32.96.64,132.131.120.148,06:11:52
64796,100.42.67.187,205.147.65.1,06:37:21
64797,63.242.175.242,27.236.107.213,01:37:27
64798,48.241.11.226,63.39.105.49,22:21:33
64799,138.22.166.192,25.185.193.83,22:48:32
648,164.255.210.202,115.119.159.31,07:47:44
6480,98.16.12.225,50.45.48.224,04:36:51
64800,86.187.229.174,73.76.89.245,21:43:02
64801,251.114.175.32,171.91.72.169,04:13:01
64802,157.250.71.178,227.120.134.19,10:19:21
64803,104.163.165.186,119.180.4.171,23:18:28
64804,140.237.216.204,203.209.10.123,13:59:26
64805,54.247.108.229,92.38.179.146,00:46:00
64806,198.176.100.86,170.228.83.128,03:59:41
64807,43.121.65.19,58.218.51.48,23:40:32
64808,73.72.31.48,170.228.83.128,17:43:34
64809,200.104.209.152,0.181.73.65,01:19:40
6481,98.39.152.149,173.88.162.71,07:14:00
64810,125.171.203.183,73.117.82.201,00:37:12
64811,82.56.86.112,19.51.95.192,15:07:05
64812,102.55.22.26,107.86.136.204,20:05:02
64813,188.234.25.244,67.139.225.245,07:32:00
64814,86.101.136.232,124.197.53.87,15:20:30
64815,183.170.149.27,254.65.194.202,18:18:27
64816,249.96.74.222,154.127.158.77,03:57:58
64817,49.8.235.63,42.89.161.72,14:46:08
64818,249.88.15.104,141.152.79.104,21:09:02
64819,151.126.195.91,66.227.118.102,07:07:46
6482,159.212.212.151,140.151.227.184,10:29:22
64820,193.109.18.21,74.243.121.178,21:35:17
64821,235.90.64.186,8.32.61.106,09:50:40
64822,255.196.240.137,18.246.214.95,03:42:29
64823,132.129.93.229,181.99.202.171,03:46:50
64824,79.145.154.215,62.176.198.65,00:37:43
64825,103.237.87.150,178.57.145.199,15:04:24
64826,204.111.248.168,128.217.210.155,01:28:52
64827,209.216.101.78,225.114.150.99,02:24:23
64828,27.23.149.208,252.71.132.55,22:37:37
64829,44.228.147.64,128.21.22.65,04:49:07
6483,164.255.210.202,185.175.116.105,03:18:37
64830,88.181.63.156,163.85.109.220,09:45:12
64831,17.229.56.231,203.153.65.242,17:02:39
64832,91.172.130.114,180.141.165.171,00:01:21
64833,31.95.174.36,73.223.154.81,12:41:43
64834,5.221.40.124,183.189.45.30,04:53:33
64835,136.52.168.43,62.104.60.109,10:09:20
64836,255.100.139.25,157.14.100.161,07:40:51
64837,4.216.163.63,44.197.223.86,11:07:53
64838,178.99.232.73,170.87.57.229,18:20:21
64839,44.104.82.189,150.194.187.249,06:10:33
6484,45.240.76.78,238.249.169.135,05:52:42
64840,252.198.152.96,147.34.234.189,13:52:41
64841,243.160.33.221,7.127.92.195,09:37:47
64842,253.130.25.204,86.147.224.57,14:57:57
64843,222.105.164.124,7.130.133.2,05:10:05
64844,231.100.65.139,220.104.63.33,06:09:40
64845,113.53.186.155,223.82.198.130,09:11:48
64846,160.125.22.67,43.229.69.83,17:32:16
